trait,POS,p_value
embedding_mean_106,52310394,0.5589888095855713
embedding_mean_106,52310401,0.5612583160400391
embedding_mean_106,52310415,0.6172997355461121
embedding_mean_106,52310462,0.6029041409492493
embedding_mean_106,52310490,0.6155601739883423
embedding_mean_106,52310557,0.7441768646240234
embedding_mean_106,52310670,0.9328145384788513
embedding_mean_106,52310698,0.948788583278656
embedding_mean_106,52310735,0.6280088424682617
embedding_mean_106,52310791,0.3401739299297333
embedding_mean_106,52310795,0.6197739839553833
embedding_mean_106,52311321,0.17494697868824005
embedding_mean_106,52311468,0.41596803069114685
embedding_mean_106,52311497,0.709815263748169
embedding_mean_106,52311522,0.5182183384895325
embedding_mean_106,52311550,0.5437830090522766
embedding_mean_106,52311595,0.40103209018707275
embedding_mean_106,52311597,0.29781022667884827
embedding_mean_106,52311775,0.5182183384895325
embedding_mean_106,52311797,0.7229049801826477
embedding_mean_106,52311812,0.6726091504096985
embedding_mean_106,52311981,0.15054520964622498
embedding_mean_106,52312011,0.15054520964622498
embedding_mean_106,52312127,0.6380113363265991
embedding_mean_106,52312240,0.5802412033081055
embedding_mean_106,52312280,0.596742570400238
embedding_mean_106,52312345,0.6893159747123718
embedding_mean_106,52312377,0.3203049600124359
embedding_mean_106,52312465,0.4992827773094177
embedding_mean_106,52312560,0.516531765460968
embedding_mean_106,52312561,0.8242858052253723
embedding_mean_106,52312570,0.516531765460968
embedding_mean_106,52312576,0.6031411290168762
embedding_mean_106,52312581,0.6031411290168762
embedding_mean_106,52312641,0.9814357757568359
embedding_mean_106,52312704,0.12247432768344879
embedding_mean_106,52312834,0.13798023760318756
embedding_mean_106,52312932,0.647743821144104
embedding_mean_106,52312964,0.621479868888855
embedding_mean_106,52313247,0.45633116364479065
embedding_mean_106,52313355,0.5072451829910278
embedding_mean_106,52313375,0.7427678108215332
embedding_mean_106,52313383,0.517673134803772
embedding_mean_106,52313385,0.19110365211963654
embedding_mean_106,52313453,0.6193190813064575
embedding_mean_106,52313454,0.6331539154052734
embedding_mean_106,52313530,0.9723830819129944
embedding_mean_106,52313606,0.5915654897689819
embedding_mean_106,52313737,0.29361236095428467
embedding_mean_106,52313792,0.4627024233341217
embedding_mean_106,52313916,0.10163510590791702
embedding_mean_106,52313954,0.40412935614585876
embedding_mean_106,52314050,0.5188280940055847
embedding_mean_106,52314072,0.4559730887413025
embedding_mean_106,52314205,0.6382904052734375
embedding_mean_106,52314229,0.4271681308746338
embedding_mean_106,52314393,0.5022239089012146
embedding_mean_106,52314395,0.5022239089012146
embedding_mean_106,52314408,0.6431346535682678
embedding_mean_106,52314482,0.5492233633995056
embedding_mean_106,52314598,0.21297496557235718
embedding_mean_106,52314625,0.38681310415267944
embedding_mean_106,52314665,0.8008051514625549
embedding_mean_106,52314781,0.6812271475791931
embedding_mean_106,52315006,0.7574427127838135
embedding_mean_106,52315133,0.31481698155403137
embedding_mean_106,52315159,0.3679613471031189
embedding_mean_106,52315216,0.5182183384895325
embedding_mean_106,52315307,0.3203049600124359
embedding_mean_106,52315480,0.5094978213310242
embedding_mean_106,52315715,0.7921723127365112
embedding_mean_106,52315740,0.513867199420929
embedding_mean_106,52315782,0.5546683669090271
embedding_mean_106,52316502,0.4375235140323639
embedding_mean_106,52316572,0.4425789415836334
embedding_mean_106,52317110,0.5246685147285461
embedding_mean_106,52317265,0.703563392162323
embedding_mean_106,52317415,0.5396537780761719
embedding_mean_106,52317559,0.16036739945411682
embedding_mean_106,52318105,0.24393224716186523
embedding_mean_106,52318237,0.9649229645729065
embedding_mean_106,52318311,0.6852878332138062
embedding_mean_106,52318412,0.3625675439834595
embedding_mean_106,52318631,0.6669656038284302
embedding_mean_106,52318818,0.6360957026481628
embedding_mean_106,52318912,0.3041214048862457
embedding_mean_106,52319030,0.4040237367153168
embedding_mean_106,52319624,0.48821553587913513
embedding_mean_106,52319629,0.48821553587913513
embedding_mean_106,52320145,0.7022139430046082
embedding_mean_106,52320613,0.8478768467903137
embedding_mean_106,52322731,0.7191137075424194
embedding_mean_106,52322964,0.7959280014038086
embedding_mean_106,52323025,0.8565062284469604
embedding_mean_106,52323709,0.6564418077468872
embedding_mean_106,52324596,0.9647641777992249
embedding_mean_106,52324754,0.480119913816452
embedding_mean_106,52324773,0.4578409790992737
embedding_mean_106,52325237,0.8147409558296204
embedding_mean_106,52325292,0.8088115453720093
embedding_mean_106,52325597,0.859896183013916
embedding_mean_106,52325651,0.5717463493347168
embedding_mean_106,52325652,0.5717463493347168
embedding_mean_106,52325820,0.5556592345237732
embedding_mean_106,52325830,0.7889701724052429
embedding_mean_106,52326381,0.6390349268913269
embedding_mean_106,52327611,0.5784281492233276
embedding_mean_106,52328028,0.3273616135120392
embedding_mean_106,52328212,0.31280282139778137
embedding_mean_106,52328217,0.9524115324020386
embedding_mean_106,52328258,0.8593941330909729
embedding_mean_106,52328335,0.6067907214164734
embedding_mean_106,52328494,0.9918343424797058
embedding_mean_106,52329371,0.427944153547287
embedding_mean_106,52329386,0.33193668723106384
embedding_mean_106,52329485,0.40412935614585876
