gene_id,emb_partial_r,emb_partial_p,yellow_partial_r,yellow_partial_p,gloss_partial_r,gloss_partial_p,n
Sobic.006G223900,-0.011546931887552314,0.7544794285403783,-0.04851086411211422,0.18744223954590708,-0.04923955313929612,0.1808938374164092,736
Sobic.006G224000,-0.08887247355524772,0.015877233973244018,0.018941575408904027,0.606943244550836,-0.07034433977832916,0.05578545837433815,736
Sobic.006G224100,0.06233399621797696,0.09105701113455049,0.06055296080163514,0.09977517371838139,0.051478567126891674,0.16183435772129354,736
Sobic.006G224200,0.007821900752752249,0.8322276420146089,0.061182955806910196,0.09629221767245189,0.04386250699269789,0.23336097585281512,736
Sobic.006G224300,0.01228367188473549,0.7393654331661192,0.03045698552521855,0.40806086822447557,0.030480072252834077,0.40770544291711763,736
Sobic.006G224400,0.07343204839384442,0.04642983034064661,0.017373960025738173,0.6370271100848084,0.010434781226183671,0.7768820378687326,736
Sobic.006G224500,-0.0462848930889153,0.20976364396882188,0.04065425234726666,0.2693752983981765,-0.07106821222723045,0.05330520681507254,736
Sobic.006G224600,-0.11112393628278183,0.002536545218367242,-0.051702543520200886,0.16001431593791665,-0.03036996838692826,0.40940217122931655,736
Sobic.006G224800,-0.07190352070338143,0.05118774943806964,0.043864353042506805,0.23334128457591397,-0.012624255519628577,0.7317113136772663,736
Sobic.006G225000,-0.04329953825604944,0.24069929941954377,-0.046166165172756644,0.20969617570894267,-0.032874764157472,0.3718465396525999,736
Sobic.006G225100,-0.08359932496036467,0.023322542253996076,0.029700967006958852,0.41980143062305836,-0.05070892916091361,0.16820740164106707,736
Sobic.006G225200,0.07686571636414924,0.037082429309401685,0.013005002635683806,0.72394510535685,0.08686779482983403,0.018101569908220996,736
Sobic.006G225300,0.062373179291093234,0.09085352516981747,-0.025179921756486985,0.49402667935583766,0.03642575136603232,0.3223985835975999,736
Sobic.006G225400,-0.004982008337550338,0.8926675307726979,0.041466688450945526,0.25991436589897177,-0.03396728449457241,0.3561561296396776,736
Sobic.006G225500,-0.08418124107648299,0.022374279275742707,0.010115883665772561,0.7835285829211365,-0.05484799985773462,0.13605950285973387,736
Sobic.006G225550,0.048800609133892274,0.1860133365100485,-0.025775830325756813,0.48385900453920466,-0.03684051935011705,0.3169157447427775,736
Sobic.006G225600,0.02666623753866055,0.47008809828766634,-0.004868628172661028,0.8948119459319324,-0.018831163239367427,0.609041317864863,736
Sobic.006G225700,0.06841787726714657,0.06357483369471643,0.029923303026350937,0.41632826840067516,0.018790113237151677,0.6098221783161941,736
Sobic.006G225750,-0.011977359082544239,0.7456375310690261,0.021585266610086657,0.5577018786093015,-0.023992639838852595,0.5146199948096365,736
Sobic.006G225800,-0.15189477948696872,3.506054745353676e-05,0.03874849126791414,0.29248476023995673,-0.02926853344001746,0.4266050384939801,736
Sobic.006G225900,0.10301996137839946,0.005149056571382933,0.02868830156498895,0.43583406005808206,0.04346968210045996,0.23757790317851135,736
Sobic.006G226000,-0.10100569933468823,0.006095949751508015,0.02857133389769233,0.43770833701479517,-0.042244040991257906,0.25107927190781265,736
Sobic.006G226100,-0.053277892838066096,0.14874968783429152,0.047010027172655,0.20147679683259154,-0.010283853633058334,0.7800257109339467,736
Sobic.006G226200,-0.13191291536122118,0.0003328197253279067,-0.01560578844641832,0.6716887078154137,-0.025339598655364944,0.49129105650473154,736
Sobic.006G226300,0.025204119913429614,0.4947857581215353,0.01932958935313998,0.5995958262309127,0.026205453931487533,0.47659943740998684,736
Sobic.006G226400,-0.008379062040099396,0.820473612393583,0.06007252314595738,0.10249810392983749,-0.04213951201003864,0.25225498340348834,736
Sobic.006G226700,0.021368820013836658,0.5627225834762216,-0.021837325928309396,0.5531102222436497,-0.032055289824756646,0.38389186340981385,736
Sobic.006G226800,-0.18915491191473666,2.345186463541725e-07,-0.04501101884993202,0.2213364728829284,-0.09181562029698183,0.01246454520377352,736
Sobic.006G226900,-0.01509199413989295,0.6827136682757691,0.03753228380368348,0.3079078693832636,-0.022163317304863192,0.5471993404301518,736
Sobic.006G227000,-0.030739585103395688,0.40500075725491647,0.008535942825006373,0.8166821466065842,-0.049827469619454355,0.17573527888007784,736
Sobic.006G227100,-0.055512654338890494,0.13242150925307325,0.016329158338491738,0.6574187444983389,-0.07100933773623071,0.05350343789656253,736
Sobic.006G227200,-0.06143153685080566,0.09584570136301811,-0.021296700638476454,0.5629811825580735,-0.04613373688754017,0.21001679808002885,736
Sobic.006G227250,-0.12418630123182599,0.0007342983471921147,-0.012382699607380008,0.7366527172477968,-0.028344092703086375,0.44136282310053276,736
Sobic.006G227300,-0.16587120308292602,6.076877712611415e-06,0.0019690163220794457,0.9573554106739164,-0.055004514667595754,0.13494395781991667,736
