POS,r2
58330003,0.00722762429948554
58330008,0.007123751794284348
58330043,0.007052391808632238
58330053,0.007179471849851537
58330081,0.007048363751151453
58330143,0.0025504470658097
58330154,0.00302352852896497
58330170,0.0030266400924839755
58330189,0.0035481018350080598
58330219,0.002088952148833557
58330226,0.002346618839426305
58330229,0.00234680514025087
58330243,0.002512084908097456
58330255,0.004658680369166953
58330256,0.004635303813637716
58330269,0.007197964472440234
58330284,0.002228637876819751
58330287,0.005352527514116857
58330303,0.002548089934014844
58330308,0.002580624387335814
58330310,0.002574212912233553
58330321,0.0025250464873429602
58330352,0.0028797524824039303
58330353,0.0028797524824039303
58330376,0.003383579326048913
58330396,0.003495535533180631
58330404,0.002641480674468181
58330412,0.006495847417527618
58330426,0.006471497817077897
58330427,0.003521778373068583
58330432,0.003541665370394048
58330441,0.0035838715043449956
58330443,0.003620196529324302
58330451,0.006428214309803919
58330453,0.003604064964407906
58330456,0.0063949296164158296
58330464,0.0018311676788043288
58330465,0.00182271112282442
58330470,0.003852227614798056
58330474,0.00386195416524176
58330475,0.0066333846510921455
58330480,0.0038511199770542653
58330489,0.003907611647247679
58330490,0.0039087573312705124
58330491,0.002606885985480649
58330493,0.003999938220187386
58330505,0.006565699773632942
58330507,0.0023273277810613837
58330510,0.00950363426051339
58330524,0.003809765042414483
58330532,0.006695334620153973
58330534,0.006713943514098326
58330539,0.006698432262683532
58330540,0.006698432262683532
58330547,0.0024523813606769527
58330560,0.006826747590931169
58330561,0.009930605451945232
58330569,0.0024983090308403986
58330593,0.002452690132960892
58330595,0.006812486163115391
58330614,0.005915492524113646
58330616,0.005930285255722197
58330617,0.005930285255722197
58330620,0.005930285255722197
58330624,0.00596003444328428
58330626,0.006021574088389728
58330642,0.002513873628839119
58330644,0.002368120415935588
58330654,0.0063901939026390145
58330665,0.003371432566581817
58330675,0.009136957444003002
58330682,0.008709565091965263
58330683,0.0057733475003587135
58330698,0.006409956545849306
58330727,0.003404950165471759
58330804,0.0018931991704927327
58330810,0.00160599611776228
58330811,0.003770569000744299
58330833,0.0018049967306316128
58330843,0.0015484990343366777
58331306,0.003490190451379087
58331311,0.0031531038979584402
58331325,0.0029569197062516003
58331398,0.0063293252767650625
58331463,0.006494549056067992
58331500,0.0076423939606537
58331512,0.006609828646726756
58331554,0.0018236996075918547
58331559,0.002181661046190257
58331563,0.00217116646911188
58331591,0.0022286224080811925
58331600,0.0022067100990174745
58331601,0.002201280783142098
58331616,0.002157204771408462
58331635,0.0021014102296396608
58331642,0.0020913010463609774
58331643,0.0020911108232792744
58331653,0.002146268332182351
58331657,0.0022170245682914236
58331680,0.00230407007942165
58331694,0.0035195957949075416
58331728,0.0023316175664904936
58331737,0.00229219643804286
58331745,0.0022811410807359314
58331763,0.002339251230901242
58331769,0.002363354479467048
58331771,0.0023575592186412453
58331807,0.0023517842769361316
58331846,0.008670804101324642
58331874,0.0018480568698908235
58331882,0.008523586273062095
58332215,0.008472924392854261
58332307,0.01067889275222232
58332333,0.0023721405506018523
58332350,0.0023779438648387757
58332409,0.002282221489140478
58332426,0.005132715902686144
58332483,0.004955043825202197
58332490,0.004955043825202197
58332494,0.0023332615928525146
58332504,0.004932435758376518
58332507,0.004920598449532818
58332513,0.004907675370134541
58332534,0.004920018728411533
58332543,0.0020642527516667925
58332546,0.0020592907475330434
58332575,0.004896499939843569
58332622,0.005106575742293982
58332711,0.005179925917295815
58332714,0.005179925917295815
58332739,0.005228454993930195
58332745,0.0023055216926738315
58332803,0.007895369383856295
58332824,0.00785447772427132
58332842,0.002186141061112099
58332846,0.007987979464156327
58332850,0.007909862829104861
58332852,0.007931747145841649
58332862,0.0021456427971770706
58332866,0.007893327819609209
58332894,0.007012211588186249
58332896,0.007045498653847428
58332933,0.009439140439081914
58333554,0.005964769548093693
58333575,0.00503012229841635
58333596,0.006532190788227922
58333602,0.006533246316278169
58333623,0.004786120981109604
58333649,0.00583383886633731
58333658,0.004752494576132938
58333668,0.004858014522702601
58333671,0.0047770687283009506
58334151,0.0049662682028606695
58334188,0.004756178957287704
58334202,0.004494447523026154
58334212,0.004483643794905121
58334226,0.008598576774533604
58334260,0.0018737107842106949
58334298,0.0027375015544651975
58334536,0.002635418749548027
58334550,0.002647271067583874
58334551,0.002647271067583874
58334743,0.009222263541237119
58334763,0.010996052703945864
58334875,0.002107554820462789
58335537,0.010661102793921852
58336083,0.006911474558436646
58336436,0.0014301408428669792
58336464,0.004586119457024081
58336832,0.002223915014625911
58336839,0.002368837728150012
58336849,0.0023656251300448374
58336884,0.002002009772752261
58336885,0.002002009772752261
58336926,0.00347048804165946
58337083,0.006478034894673881
58337094,0.006337298857623245
58337099,0.005686443068418195
58337152,0.00449948259333863
58337157,0.0043890908721857125
58337391,0.002279739648216759
58337727,0.42339555879196666
58338452,0.00955147362736025
58338649,0.00528678631751249
58338655,0.00785179264326948
58338945,0.004971809414803666
58339041,0.007853381415392775
58339225,0.002375352877347638
58340160,0.00680806407784982
58341091,0.005077105212025909
58341113,0.004710837440432731
58341184,0.005152705343099721
58341200,0.006211461122961085
58341226,0.0017524783023689398
58341251,0.005137809156140318
58341284,0.00502226325184675
58341355,0.0049074497073003905
58341356,0.0049074497073003905
58341359,0.004968462173265042
58341379,0.006314942526791957
58341408,0.005180095489335748
58341410,0.006416309545408966
58341443,0.005312011174739208
58341477,0.0053215023692651815
58341506,0.006496886280022637
58341590,0.006359870887696742
58341601,0.0049203903626665445
58341619,0.0018718682754329612
58341638,0.004641143863084202
58341711,0.005798413500054045
58341713,0.004565930651736246
58341762,0.0028735077347340075
58341789,0.006332587608438315
58341822,0.007901398381723984
58341835,0.0052374672978149255
58341886,0.004978037076544481
58342028,0.0021768882001740658
58342038,0.003527142420985281
58342108,0.0021222291261117844
58342122,0.0052492348674220745
58342167,0.0028116427331868208
58342240,0.0023396334379004176
58342250,0.007344837762496423
58342261,0.004652811771834961
58342391,0.004999952187425492
58342476,0.0018146155729748207
58342477,0.004884008711721927
58342478,0.004849811545475403
58342628,0.0011941394962179353
58342784,0.00923080584314876
58343028,0.011614657125014584
58343181,0.009500846295797193
58343217,0.00941111567027554
58343222,0.0093874761614735
58343254,0.009547619814648125
58343271,0.011555737780524577
58343342,0.008974947948249906
58343442,0.009352754984779178
58343489,0.008887092664398492
58343491,0.008887092664398492
58343502,0.008887092664398494
58343554,0.009087695023039515
58343564,0.009039896512194378
58343652,0.00909588227414725
58343855,0.0114150654160792
58343877,0.01098022634210341
58343962,0.009282853117209113
58344002,0.00935447211230725
58344063,0.011239452806456584
58344123,0.009471861507239021
58344158,0.011230061487716
58344229,0.00980623358214646
58344245,0.009675814149812181
58344257,0.00804491569107486
58344301,0.009092483886835942
