gene_id,emb_partial_r,emb_partial_p,yellow_partial_r,yellow_partial_p,gloss_partial_r,gloss_partial_p,n
Sobic.004G230650,-0.047015573806702265,0.2026502450705093,-0.007595698174897111,0.8365729780239355,-0.004141290436631192,0.9104544677926328,736
Sobic.004G230700,-0.1010735915269846,0.006061642968002011,-0.03520962772934647,0.33882835197876127,0.043088162610986316,0.24172461562583994,736
Sobic.004G230800,-0.09784222319327235,0.00790133662785234,-0.004360313853561272,0.9057401031386482,0.01300948776259091,0.723853787898594,736
Sobic.004G230900,0.0437157389520238,0.23620381417559005,0.045214223821505056,0.21925598063955468,-0.06135006911152757,0.09538480535720761,736
Sobic.004G231200,0.006771788514836509,0.8544811461440575,0.0490565342181784,0.18252238151399633,-0.027031101837249088,0.46281676117815823,736
Sobic.004G231300,0.031181310113882504,0.3982809750888209,0.03311676109551131,0.3683346863799983,-0.04424545170755845,0.22930136140253726,736
Sobic.004G231350,-0.013576343675511617,0.7130910568227053,0.046406429200448386,0.2073316695695778,-0.04622893348009562,0.20907658303798937,736
Sobic.004G231400,-0.05171497903885054,0.16105101922962228,0.026149765691371004,0.47753705854530243,0.043978571295313594,0.23212523775108002,736
Sobic.004G231502,-0.015742924614787213,0.6698198033526359,-0.007471537679293937,0.8392076917752198,-0.01006052584297393,0.7846839873839498,736
Sobic.004G231600,-0.007188771357621416,0.8456297631802194,0.061926399140157976,0.09230769599325431,-0.04493125845951303,0.2221569375984976,736
Sobic.004G231700,-0.018752924244282234,0.611499616093714,-0.0032793774063607345,0.9290357030159246,-0.03413663654216108,0.35376178578220324,736
Sobic.004G231800,0.00808033199076083,0.8267708795895498,0.014599255114553681,0.6917417873480048,-0.04140310295353399,0.26064644111698054,736
Sobic.004G231850,-0.005222397337767009,0.8875221674147635,-0.04710880187691203,0.2005302587297964,0.030367053573889937,0.40944714611301325,736
