POS,r2
60600038,0.07152039403814903
60600053,0.0713364186431726
60600063,0.07133872378433102
60600077,0.07151788978788154
60600086,0.0711802405180475
60600101,0.06730843470150037
60600107,0.06827837938910379
60600142,0.06508798593651631
60600166,0.06391330924777289
60600207,0.11748383701984473
60600299,0.06826121315826887
60600307,0.0682004302558286
60600419,0.30834864453122324
60600452,0.07085870094024185
60600683,0.06826425798341731
60600699,0.06792760997403567
60600714,0.06888760645504288
60600826,0.6177401636388661
60601019,0.0704180540064992
60601021,0.07053783316818359
60601022,0.06714348625699625
60601028,0.0704779981421291
60601061,0.6180828353991732
60601091,0.06441949200941502
60601166,0.11110917429681366
60601341,0.0654620463889116
60601352,0.0657885147644498
60601394,0.07038326437797278
60601477,0.07906844225746794
60601546,0.06993476821480592
60601555,0.07044023902768662
60601671,0.07088373680648058
60601754,0.071391353476867
60601804,0.06871640513314402
60601865,0.0747583905264477
60601869,0.07469537409870661
60601916,0.06836161892053685
60601936,0.0651759805865354
60602017,0.06801806815342773
60602075,0.06706789081269882
60602270,0.07151013676856427
60602415,0.0683345025957814
60602469,0.06838020513656311
60602550,0.07167619310910843
60602552,0.07149785317362461
60602592,0.07580165441703214
60602630,0.07112370421449345
60602796,0.06814920151155142
60602827,0.06827840778258451
60602831,0.06798570628861601
60602871,0.06769296995388813
60603000,0.06840155140461221
60603018,0.0686140828587068
60603033,0.06789680550889778
60603109,0.06772454795698685
60603265,0.11340576203564313
60603454,0.07382821235733487
60603475,0.07395393091708455
60603484,0.0739558205525533
60603585,0.07105325239176276
60603633,0.07555020984092976
60603730,0.07498142743052698
60603754,0.06980102787912165
60603776,0.06955816098652676
60603890,0.06420366127575693
60603965,0.06448072188145336
60603967,0.06437882101164408
60603975,0.06437882101164408
60603980,0.06432101751009855
60603992,0.06420366127575693
60604012,0.6166711795556274
60604068,0.06436003802646852
60604118,0.06765096945778493
60604202,0.0655501619042126
60604233,0.29725377267826486
60604886,0.07453542428844173
60604917,0.2841893026394587
60604942,0.07153638404158956
60604952,0.0715384756231103
60605026,0.07176197225281714
60605029,0.06830752213285951
60605046,0.07104564962433604
60605060,0.07122110425514427
60605151,0.07085105309207529
60605185,0.11812777167993721
60605290,0.07369097272667462
60605295,0.07362874951160987
60605309,0.07345232257917492
60605311,0.11205578336488947
60605315,0.07214774080444993
60605370,0.07409890129484056
60605405,0.07117371151153189
60605420,0.06905467659474088
60605434,0.07069330313757352
60605470,0.0743091773612471
60605475,0.07424627014569919
60605504,0.07418541420943643
60605616,0.0686233913617257
60605647,0.06771150093415543
60605724,0.07077794996368998
60605736,0.07047682644360383
60605771,0.07058561824906358
60605783,0.0705832264545895
60605814,0.07041407479425188
60605832,0.07129058782328117
60605868,0.07436140294467224
60606031,0.07135217441830816
60606122,0.06753884015399762
60606142,0.06859968789895757
60606858,0.06896836381577956
60606915,0.06492628029589328
60607005,0.06823450220815847
60607442,0.07035700960203425
60607486,0.06874986118286884
60607494,0.07164729148186327
60607503,0.2982226918551823
60607580,0.06925420149655509
60607589,0.06314466607787049
60607635,0.06786199353820942
60607699,0.06864525035528346
60607732,0.06719320173239135
60607735,0.06886612562784178
60607747,0.06863438184556656
60607757,0.07355691846071268
60607796,0.0676662574607493
60608051,0.07101228084817096
60608088,0.058303371618149996
60608343,0.0679446654447073
60608373,0.07101420241594111
60608457,0.28303097246128617
60608548,0.0710949516760384
60608649,0.05579262478290868
60608672,0.5172820046778119
60608702,0.5289819687795905
60608719,0.30478826385439517
60608919,0.49732741492028687
60609256,0.06657175599729473
60609301,0.06172081375282655
60609313,0.06162557287919303
